path,anneal_temperature,anneal_time,anneal_time_unit,cool_method,magnification,primary_microconstituent,filename,full_path,file_exists
micrograph470.png,900,90,M,Q,1964X,spheroidite,Croppedmicrograph470.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph470.png,True
micrograph471.png,970,90,M,Q,1178X,spheroidite+widmanstatten,Croppedmicrograph471.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph471.png,True
micrograph632.png,900,90,M,Q,4910X,spheroidite,Croppedmicrograph632.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph632.png,True
micrograph939.png,800,8,H,Q,1964X,spheroidite,Croppedmicrograph939.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph939.png,True
micrograph1538.png,800,85,H,Q,982x,spheroidite,Croppedmicrograph1538.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1538.png,True
micrograph295.png,970,90,M,Q,982x,spheroidite+widmanstatten,Croppedmicrograph295.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph295.png,True
micrograph1722.png,970,24,H,Q,1473X,spheroidite,Croppedmicrograph1722.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1722.png,True
micrograph1368.png,970,8,H,Q,1964X,spheroidite,Croppedmicrograph1368.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1368.png,True
micrograph956.png,970,24,H,Q,1964X,spheroidite,Croppedmicrograph956.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph956.png,True
micrograph1049.png,970,24,H,Q,98X,network,Croppedmicrograph1049.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1049.png,True
micrograph1517.png,970,90,M,Q,3437X,spheroidite,Croppedmicrograph1517.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1517.png,True
micrograph764.png,970,8,H,Q,982x,spheroidite,Croppedmicrograph764.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph764.png,True
micrograph1573.png,970,5,M,FC,638x,spheroidite+widmanstatten,Croppedmicrograph1573.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1573.png,True
micrograph1339.png,800,3,H,Q,,spheroidite,Croppedmicrograph1339.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1339.png,True
micrograph1607.png,970,90,M,AR,1964X,spheroidite,Croppedmicrograph1607.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1607.png,True
micrograph565.png,800,3,H,Q,4910X,spheroidite,Croppedmicrograph565.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph565.png,True
micrograph178.png,970,24,H,Q,1964X,spheroidite,Croppedmicrograph178.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph178.png,True
micrograph265.png,800,24,H,Q,1964X,spheroidite,Croppedmicrograph265.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph265.png,True
micrograph914.png,970,8,H,Q,982x,spheroidite,Croppedmicrograph914.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph914.png,True
micrograph1207.png,970,90,M,FC,246x,spheroidite,Croppedmicrograph1207.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1207.png,True
micrograph383.png,970,90,M,AR,98X,network,Croppedmicrograph383.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph383.png,True
micrograph1468.png,970,3,H,Q,98x,network,Croppedmicrograph1468.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1468.png,True
micrograph398.png,970,24,H,Q,982x,spheroidite,Croppedmicrograph398.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph398.png,True
micrograph689.png,970,8,H,Q,1964X,spheroidite,Croppedmicrograph689.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph689.png,True
micrograph1162.png,700,5,M,Q,118x,network,Croppedmicrograph1162.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1162.png,True
micrograph271.png,900,90,M,Q,1964X,spheroidite,Croppedmicrograph271.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph271.png,True
micrograph728.png,700,5,M,Q,49X,network,Croppedmicrograph728.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph728.png,True
micrograph1180.png,970,8,H,Q,982x,spheroidite,Croppedmicrograph1180.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1180.png,True
micrograph1456.png,970,90,M,Q,3437X,spheroidite,Croppedmicrograph1456.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1456.png,True
micrograph683.png,800,85,H,Q,4910X,spheroidite,Croppedmicrograph683.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph683.png,True
micrograph947.png,970,8,H,Q,982x,spheroidite,Croppedmicrograph947.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph947.png,True
micrograph1288.png,970,24,H,Q,786x,spheroidite,Croppedmicrograph1288.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1288.png,True
micrograph970.png,900,24,H,Q,982x,spheroidite,Croppedmicrograph970.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph970.png,True
micrograph745.png,970,90,M,AR,1473X,spheroidite,Croppedmicrograph745.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph745.png,True
micrograph641.png,800,8,H,Q,1964X,spheroidite,Croppedmicrograph641.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph641.png,True
micrograph488.png,800,85,H,Q,982x,spheroidite+widmanstatten,Croppedmicrograph488.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph488.png,True
micrograph368.png,970,3,H,Q,147x,network,Croppedmicrograph368.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph368.png,True
micrograph599.png,970,90,M,Q,982x,spheroidite+widmanstatten,Croppedmicrograph599.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph599.png,True
micrograph1128.png,970,3,H,Q,98X,network,Croppedmicrograph1128.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1128.png,True
micrograph736.png,970,24,H,Q,1964X,spheroidite,Croppedmicrograph736.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph736.png,True
micrograph222.png,970,5,M,FC,1473X,spheroidite+widmanstatten,Croppedmicrograph222.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph222.png,True
micrograph337.png,970,3,H,Q,1473X,spheroidite,Croppedmicrograph337.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph337.png,True
micrograph1694.png,970,5,M,Q,4910X,spheroidite,Croppedmicrograph1694.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1694.png,True
micrograph990.png,900,90,M,Q,4910X,spheroidite,Croppedmicrograph990.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph990.png,True
micrograph608.png,970,24,H,Q,246x,network,Croppedmicrograph608.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph608.png,True
micrograph150.png,970,90,M,FC,98X,network,Croppedmicrograph150.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph150.png,True
micrograph1469.png,900,3,H,Q,982x,spheroidite,Croppedmicrograph1469.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1469.png,True
micrograph451.png,970,24,H,Q,786x,spheroidite,Croppedmicrograph451.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph451.png,True
micrograph1586.png,970,5,M,Q,982x,spheroidite+widmanstatten,Croppedmicrograph1586.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1586.png,True
micrograph10.png,970,8,H,Q,1964X,spheroidite,Croppedmicrograph10.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph10.png,True
micrograph1707.png,800,8,H,Q,1964X,spheroidite,Croppedmicrograph1707.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1707.png,True
micrograph1232.png,900,90,M,Q,1964X,spheroidite,Croppedmicrograph1232.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1232.png,True
micrograph746.png,970,8,H,Q,1473X,spheroidite,Croppedmicrograph746.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph746.png,True
micrograph156.png,970,24,H,Q,1964X,spheroidite,Croppedmicrograph156.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph156.png,True
micrograph615.png,970,90,M,AR,,network,Croppedmicrograph615.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph615.png,True
micrograph42.png,800,3,H,Q,98X,network,Croppedmicrograph42.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph42.png,True
micrograph437.png,800,8,H,Q,1964X,spheroidite,Croppedmicrograph437.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph437.png,True
micrograph639.png,900,90,M,Q,3437x,spheroidite,Croppedmicrograph639.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph639.png,True
micrograph921.png,970,90,M,AR,98x,network,Croppedmicrograph921.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph921.png,True
micrograph113.png,800,3,H,Q,98X,network,Croppedmicrograph113.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph113.png,True
micrograph931.png,970,24,H,Q,982x,spheroidite,Croppedmicrograph931.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph931.png,True
micrograph173.png,970,3,H,Q,98x,network,Croppedmicrograph173.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph173.png,True
micrograph1551.png,970,5,M,Q,1178X,spheroidite+widmanstatten,Croppedmicrograph1551.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1551.png,True
micrograph1608.png,900,24,H,Q,982x,spheroidite,Croppedmicrograph1608.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1608.png,True
micrograph935.png,900,90,M,Q,982x,spheroidite+widmanstatten,Croppedmicrograph935.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph935.png,True
micrograph841.png,970,90,M,AR,98X,network,Croppedmicrograph841.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph841.png,True
micrograph1536.png,800,8,H,Q,4910X,spheroidite,Croppedmicrograph1536.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1536.png,True
micrograph1075.png,970,24,H,Q,98X,network,Croppedmicrograph1075.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1075.png,True
micrograph772.png,800,85,H,Q,1964X,spheroidite,Croppedmicrograph772.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph772.png,True
micrograph530.png,970,24,H,Q,982x,spheroidite,Croppedmicrograph530.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph530.png,True
micrograph1093.png,970,5,M,Q,1964X,spheroidite+widmanstatten,Croppedmicrograph1093.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1093.png,True
micrograph1565.png,970,90,M,AR,79x,network,Croppedmicrograph1565.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1565.png,True
micrograph597.png,970,3,H,Q,98x,network,Croppedmicrograph597.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph597.png,True
micrograph8.png,970,90,M,FC,,network,Croppedmicrograph8.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph8.png,True
micrograph1367.png,970,5,M,FC,1964X,spheroidite+widmanstatten,Croppedmicrograph1367.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1367.png,True
micrograph391.png,800,3,H,Q,1964X,spheroidite,Croppedmicrograph391.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph391.png,True
micrograph333.png,970,90,M,Q,,spheroidite+widmanstatten,Croppedmicrograph333.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph333.png,True
micrograph209.png,970,90,M,AR,4910X,spheroidite,Croppedmicrograph209.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph209.png,True
micrograph1457.png,970,90,M,AR,491x,spheroidite,Croppedmicrograph1457.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1457.png,True
micrograph443.png,970,90,M,Q,1964X,spheroidite,Croppedmicrograph443.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph443.png,True
micrograph1651.png,970,3,H,Q,982x,spheroidite,Croppedmicrograph1651.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1651.png,True
micrograph1394.png,970,3,H,Q,98X,network,Croppedmicrograph1394.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1394.png,True
micrograph371.png,800,90,M,Q,98x,network,Croppedmicrograph371.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph371.png,True
micrograph555.png,970,24,H,Q,982x,spheroidite,Croppedmicrograph555.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph555.png,True
micrograph534.png,970,24,H,Q,982x,spheroidite,Croppedmicrograph534.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph534.png,True
micrograph107.png,970,90,M,Q,1964X,spheroidite,Croppedmicrograph107.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph107.png,True
micrograph408.png,970,24,H,Q,1473X,spheroidite,Croppedmicrograph408.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph408.png,True
micrograph135.png,970,3,H,Q,1473X,spheroidite,Croppedmicrograph135.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph135.png,True
micrograph655.png,970,24,H,Q,1473X,spheroidite,Croppedmicrograph655.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph655.png,True
micrograph1379.png,970,24,H,Q,982x,spheroidite,Croppedmicrograph1379.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1379.png,True
micrograph714.png,970,90,M,Q,1964X,spheroidite,Croppedmicrograph714.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph714.png,True
micrograph449.png,970,90,M,Q,4910X,spheroidite,Croppedmicrograph449.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph449.png,True
micrograph464.png,900,90,M,Q,4910x,spheroidite,Croppedmicrograph464.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph464.png,True
micrograph1351.png,970,90,M,Q,98x,network,Croppedmicrograph1351.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1351.png,True
micrograph1289.png,970,90,M,Q,1964X,spheroidite,Croppedmicrograph1289.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1289.png,True
micrograph1266.png,800,90,M,Q,246x,network,Croppedmicrograph1266.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1266.png,True
micrograph223.png,970,3,H,Q,1964X,spheroidite,Croppedmicrograph223.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph223.png,True
micrograph1601.png,970,3,H,Q,491x,spheroidite+widmanstatten,Croppedmicrograph1601.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1601.png,True
micrograph1186.png,970,3,H,Q,982x,spheroidite,Croppedmicrograph1186.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1186.png,True
micrograph594.png,800,85,H,Q,,spheroidite,Croppedmicrograph594.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph594.png,True
micrograph172.png,900,24,H,Q,1964X,spheroidite,Croppedmicrograph172.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph172.png,True
micrograph643.png,800,8,H,Q,1964X,spheroidite+widmanstatten,Croppedmicrograph643.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph643.png,True
micrograph646.png,970,3,H,Q,98X,network,Croppedmicrograph646.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph646.png,True
micrograph1388.png,800,85,H,Q,,spheroidite,Croppedmicrograph1388.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1388.png,True
micrograph352.png,970,90,M,Q,4910X,spheroidite,Croppedmicrograph352.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph352.png,True
micrograph11.png,800,85,H,Q,1964X,spheroidite,Croppedmicrograph11.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph11.png,True
micrograph396.png,970,24,H,Q,98X,network,Croppedmicrograph396.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph396.png,True
micrograph974.png,970,24,H,Q,1473X,spheroidite+widmanstatten,Croppedmicrograph974.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph974.png,True
micrograph1202.png,970,24,H,Q,982x,spheroidite,Croppedmicrograph1202.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1202.png,True
micrograph18.png,970,8,H,Q,98X,network,Croppedmicrograph18.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph18.png,True
micrograph670.png,800,8,H,Q,1964X,spheroidite,Croppedmicrograph670.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph670.png,True
micrograph566.png,970,3,H,Q,1964X,spheroidite,Croppedmicrograph566.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph566.png,True
micrograph518.png,970,3,H,Q,49X,network,Croppedmicrograph518.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph518.png,True
micrograph579.png,970,3,H,Q,982x,spheroidite+widmanstatten,Croppedmicrograph579.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph579.png,True
micrograph229.png,970,3,H,Q,98X,network,Croppedmicrograph229.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph229.png,True
micrograph403.png,700,5,M,Q,64x,network,Croppedmicrograph403.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph403.png,True
micrograph1167.png,800,90,M,Q,982x,spheroidite,Croppedmicrograph1167.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1167.png,True
micrograph272.png,970,5,M,Q,4910X,spheroidite,Croppedmicrograph272.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph272.png,True
micrograph357.png,970,24,H,Q,491x,spheroidite,Croppedmicrograph357.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph357.png,True
micrograph1466.png,970,24,H,Q,1964X,spheroidite,Croppedmicrograph1466.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1466.png,True
micrograph1359.png,800,24,H,Q,982x,spheroidite,Croppedmicrograph1359.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1359.png,True
micrograph261.png,800,8,H,Q,1964X,spheroidite,Croppedmicrograph261.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph261.png,True
micrograph917.png,970,3,H,Q,982x,spheroidite,Croppedmicrograph917.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph917.png,True
micrograph1506.png,970,24,H,Q,1964X,spheroidite,Croppedmicrograph1506.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1506.png,True
micrograph364.png,800,8,H,Q,4910X,spheroidite,Croppedmicrograph364.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph364.png,True
micrograph1193.png,970,48,H,Q,982x,spheroidite,Croppedmicrograph1193.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1193.png,True
micrograph543.png,900,3,H,Q,982x,spheroidite,Croppedmicrograph543.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph543.png,True
micrograph442.png,900,90,M,Q,,spheroidite,Croppedmicrograph442.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph442.png,True
micrograph642.png,970,90,M,FC,98x,network,Croppedmicrograph642.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph642.png,True
micrograph1032.png,970,3,H,Q,1964X,spheroidite,Croppedmicrograph1032.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1032.png,True
micrograph243.png,970,3,H,Q,1964X,spheroidite,Croppedmicrograph243.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph243.png,True
micrograph67.png,800,8,H,Q,4910X,spheroidite,Croppedmicrograph67.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph67.png,True
micrograph1054.png,970,8,H,Q,1473X,spheroidite,Croppedmicrograph1054.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1054.png,True
micrograph1284.png,970,24,H,Q,982x,spheroidite,Croppedmicrograph1284.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1284.png,True
micrograph1399.png,970,90,M,FC,98X,network,Croppedmicrograph1399.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1399.png,True
micrograph1112.png,800,8,H,Q,1964X,spheroidite,Croppedmicrograph1112.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1112.png,True
micrograph1344.png,800,3,H,Q,98X,network,Croppedmicrograph1344.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1344.png,True
micrograph373.png,800,90,M,Q,4910x,spheroidite,Croppedmicrograph373.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph373.png,True
micrograph205.png,900,90,M,Q,,spheroidite,Croppedmicrograph205.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph205.png,True
micrograph472.png,970,24,H,Q,786x,spheroidite,Croppedmicrograph472.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph472.png,True
micrograph551.png,800,24,H,Q,982x,spheroidite+widmanstatten,Croppedmicrograph551.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph551.png,True
micrograph1637.png,970,24,H,Q,982x,spheroidite,Croppedmicrograph1637.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1637.png,True
micrograph98.png,900,24,H,Q,1964X,spheroidite,Croppedmicrograph98.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph98.png,True
micrograph1500.png,970,5,M,FC,7856X,spheroidite+widmanstatten,Croppedmicrograph1500.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1500.png,True
micrograph710.png,800,8,H,Q,982x,spheroidite+widmanstatten,Croppedmicrograph710.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph710.png,True
micrograph1389.png,970,90,M,Q,1964X,spheroidite,Croppedmicrograph1389.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1389.png,True
micrograph517.png,970,90,M,Q,1964X,spheroidite,Croppedmicrograph517.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph517.png,True
micrograph1248.png,800,3,H,Q,4910X,spheroidite,Croppedmicrograph1248.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1248.png,True
micrograph867.png,900,3,H,Q,982x,spheroidite,Croppedmicrograph867.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph867.png,True
micrograph1163.png,970,24,H,Q,1473X,spheroidite,Croppedmicrograph1163.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1163.png,True
micrograph607.png,970,5,M,FC,1178X,spheroidite,Croppedmicrograph607.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph607.png,True
micrograph1035.png,1000,5,M,Q,49X,network,Croppedmicrograph1035.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1035.png,True
micrograph1422.png,970,90,M,Q,3437X,spheroidite,Croppedmicrograph1422.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1422.png,True
micrograph684.png,970,24,H,Q,1473X,spheroidite,Croppedmicrograph684.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph684.png,True
micrograph1556.png,970,90,M,Q,,spheroidite,Croppedmicrograph1556.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1556.png,True
micrograph650.png,970,24,H,Q,786x,spheroidite+widmanstatten,Croppedmicrograph650.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph650.png,True
micrograph321.png,800,3,H,Q,1964X,spheroidite,Croppedmicrograph321.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph321.png,True
micrograph1188.png,800,8,H,Q,4910X,spheroidite,Croppedmicrograph1188.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1188.png,True
micrograph1280.png,970,90,M,Q,982x,spheroidite,Croppedmicrograph1280.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1280.png,True
micrograph69.png,970,90,M,FC,982x,spheroidite,Croppedmicrograph69.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph69.png,True
micrograph70.png,800,3,H,Q,98x,network,Croppedmicrograph70.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph70.png,True
micrograph649.png,970,90,M,FC,98x,network,Croppedmicrograph649.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph649.png,True
micrograph1507.png,900,90,M,Q,4910X,spheroidite,Croppedmicrograph1507.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1507.png,True
micrograph191.png,1000,5,M,Q,1178X,spheroidite+widmanstatten,Croppedmicrograph191.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph191.png,True
micrograph1183.png,970,90,M,AR,3437X,spheroidite,Croppedmicrograph1183.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1183.png,True
micrograph1483.png,970,8,H,Q,982x,spheroidite,Croppedmicrograph1483.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1483.png,True
micrograph308.png,900,24,H,Q,1964X,spheroidite,Croppedmicrograph308.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph308.png,True
micrograph1176.png,970,3,H,Q,982x,spheroidite,Croppedmicrograph1176.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1176.png,True
micrograph1058.png,970,3,H,Q,982x,spheroidite,Croppedmicrograph1058.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1058.png,True
micrograph285.png,970,3,H,Q,98X,network,Croppedmicrograph285.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph285.png,True
micrograph1716.png,800,85,H,Q,1964X,spheroidite,Croppedmicrograph1716.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1716.png,True
